[run number],energia_inicial,lixo_normal,nAssassinos,energ_alimento,alimento,limiteResiduos,nComiloes,assassinos?,lixo_toxico,mostrarCargaDeposito?,nLimpadores,mostra_energia?,n_depositos,mostra_carga?,[step],count turtles
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,226,26
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,227,26
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,228,24
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,229,24
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,230,22
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,231,21
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,232,19
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,233,19
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,234,18
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,235,17
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,236,17
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,237,17
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,238,17
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,239,16
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,240,15
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,241,15
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,242,15
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,243,15
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,244,15
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,245,15
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,246,15
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,247,15
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,248,15
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,249,14
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,250,14
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,251,14
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,252,14
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,253,14
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,254,14
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,255,14
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,256,14
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,257,14
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,258,14
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,259,13
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,260,13
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,261,13
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,262,13
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,263,13
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,264,13
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,265,13
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,266,12
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,267,12
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,268,12
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,269,11
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,270,11
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,271,11
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,272,11
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,273,10
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,274,10
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,275,9
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,276,9
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,277,9
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,278,9
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,279,8
